,# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,product_accession,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
3802,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1944925,1945314,+,,,,,,,SY84_09690,390,,
3804,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1945382,1947817,-,,,,,,,SY84_09695,2436,,
3806,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1947957,1949165,-,,,,,clpX,,SY84_09700,1209,,
3808,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1949162,1949764,-,,,,,,,SY84_09705,603,,
3810,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1949840,1951165,-,,,,,,,SY84_09710,1326,,
3812,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1951791,1953464,-,,,,,,,SY84_09715,1674,,
3814,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1953785,1954390,+,,,,,,,SY84_09720,606,,
3816,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1954387,1956663,+,,,,,,,SY84_09725,2277,,
3818,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1956660,1957109,+,,,,,,,SY84_09730,450,,
3820,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1957459,1958469,-,,,,,,,SY84_09735,1011,,
3822,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1958650,1959663,+,,,,,,,SY84_09740,1014,,
3824,gene,tRNA,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1959677,1959752,+,,,,,,,SY84_09745,76,,
3826,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1959989,1961896,+,,,,,,,SY84_09750,1908,,
3828,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1961943,1962230,-,,,,,,,SY84_09755,288,,
3830,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1962402,1962815,-,,,,,,,SY84_09760,414,,
3832,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1962817,1965888,-,,,,,carB,,SY84_09765,3072,,
3834,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1965985,1966599,-,,,,,,,SY84_09770,615,,
3836,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1966620,1967162,-,,,,hypothetical protein,,,SY84_09775,543,,pseudo
3837,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1967796,1968920,+,,,,,,,SY84_09780,1125,,
3839,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1969002,1969478,+,,,,,,,SY84_09785,477,,
3841,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1969758,1970546,+,,,,,,,SY84_09790,789,,
3843,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1970578,1971051,+,,,,,,,SY84_09795,474,,
3845,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1971357,1972583,+,,,,,,,SY84_09800,1227,,
3847,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1973046,1973528,+,,,,,,,SY84_09805,483,,
3849,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1973576,1974040,+,,,,,,,SY84_09810,465,,
3851,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1974079,1974438,+,,,,,,,SY84_09815,360,,
3853,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1974612,1976009,+,,,,,,,SY84_09820,1398,,
3855,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1976064,1976549,+,,,,,,,SY84_09825,486,,
3857,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1976694,1977143,+,,,,,,,SY84_09830,450,,
3859,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1977169,1977696,+,,,,,,,SY84_09835,528,,
3861,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1977780,1979432,+,,,,,,,SY84_09840,1653,,
3863,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1979509,1980693,+,,,,,,,SY84_09845,1185,,
3865,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1980967,1981488,+,,,,,,,SY84_09850,522,,
3867,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1981518,1983509,+,,,,,,,SY84_09855,1992,,
3869,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1983691,1986543,+,,,,,,,SY84_09860,2853,,
3871,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1986544,1991361,+,,,,,,,SY84_09865,4818,,
3873,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1991984,1993990,+,,,,hypothetical protein,,,SY84_09870,2007,,pseudo
3874,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1994119,1995561,+,,,,deoxyribodipyrimidine photolyase,,,SY84_09875,1443,,pseudo
3875,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1996392,1997429,+,,,,,,,SY84_09880,1038,,
3877,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1997683,1998591,-,,,,,,,SY84_09885,909,,
3879,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1998932,1999162,+,,,,,,,SY84_09890,231,,
3881,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1999170,1999643,-,,,,,,,SY84_09895,474,,
3883,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,1999751,2000632,+,,,,,,,SY84_09900,882,,
3885,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2000694,2001416,+,,,,,,,SY84_09905,723,,
3887,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2001479,2001838,+,,,,,,,SY84_09910,360,,
3889,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2001855,2003666,-,,,,ABC transporter ATP-binding protein,,,SY84_09915,1812,,pseudo
3890,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2003734,2004000,-,,,,cytochrome C,,,SY84_09920,267,,pseudo
3891,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2004526,2004882,-,,,,,,,SY84_09925,357,,
3893,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2004962,2006710,-,,,,,,,SY84_09930,1749,,
3895,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2006932,2007687,+,,,,,,,SY84_09935,756,,
3897,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2007752,2009611,-,,,,,,,SY84_09940,1860,,
3899,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2009862,2011556,+,,,,,,,SY84_09945,1695,,
3901,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2011616,2012176,-,,,,,,,SY84_09950,561,,
3903,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2012237,2014072,-,,,,,,,SY84_09955,1836,,
3905,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2014266,2014961,+,,,,,,,SY84_09960,696,,
3907,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2015026,2015562,+,,,,,,,SY84_09965,537,,
3909,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2015576,2015935,+,,,,,,,SY84_09970,360,,
3911,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2016018,2016371,-,,,,,,,SY84_09975,354,,
3913,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2016396,2016845,-,,,,,,,SY84_09980,450,,
3915,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2016870,2017391,-,,,,,,,SY84_09985,522,,
3917,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2017632,2018201,-,,,,,,,SY84_09990,570,,
3919,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2018205,2018696,-,,,,,,,SY84_09995,492,,
3921,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2018783,2019772,+,,,,,,,SY84_10000,990,,
3923,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2019769,2020227,+,,,,,,,SY84_10005,459,,
3925,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2020307,2021608,+,,,,,deoA,,SY84_10010,1302,,
3927,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2021690,2022967,-,,,,,,,SY84_10015,1278,,
3929,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2023012,2025690,-,,,,,,,SY84_10020,2679,,
3931,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2025745,2026278,-,,,,,,,SY84_10025,534,,
3933,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2026275,2027024,-,,,,,,,SY84_10030,750,,
3935,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2027140,2027934,+,,,,,,,SY84_10035,795,,
3937,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2027991,2028344,-,,,,,,,SY84_10040,354,,
3939,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2028527,2029462,+,,,,,,,SY84_10045,936,,
3941,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2029542,2029955,+,,,,,,,SY84_10050,414,,
3943,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2029958,2030974,+,,,,,,,SY84_10055,1017,,
3945,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2031089,2031292,-,,,,hypothetical protein,,,SY84_10060,204,,pseudo
3946,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2031543,2032268,+,,,,,,,SY84_10065,726,,
3948,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2032483,2033997,-,,,,,,,SY84_10070,1515,,
3950,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2034389,2036263,+,,,,,,,SY84_10075,1875,,
3952,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2036260,2036889,+,,,,,,,SY84_10080,630,,
3954,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2036904,2037098,+,,,,,,,SY84_10085,195,,
3956,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2037213,2038028,+,,,,,,,SY84_10090,816,,
3958,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2038025,2038936,+,,,,,,,SY84_10095,912,,
3960,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2038933,2039703,+,,,,,,,SY84_10100,771,,
3962,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2039752,2040726,+,,,,,paaA,,SY84_10105,975,,
3964,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2040852,2041442,+,,,,,,,SY84_10110,591,,
3966,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2041439,2042230,+,,,,,,,SY84_10115,792,,
3968,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2042260,2042772,+,,,,,,,SY84_10120,513,,
3970,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2043260,2044003,-,,,,,,,SY84_10125,744,,
3972,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2044163,2046262,+,,,,,,,SY84_10130,2100,,
3974,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2046312,2046704,+,,,,,,,SY84_10135,393,,
3976,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2046860,2049175,+,,,,,,,SY84_10140,2316,,
3978,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2049283,2049465,-,,,,,,,SY84_10145,183,,
3980,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2049701,2050363,+,,,,,,,SY84_10150,663,,
3982,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2050425,2051765,+,,,,,,,SY84_10155,1341,,
3984,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2051794,2052354,-,,,,,,,SY84_10160,561,,
3986,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2052480,2053496,+,,,,,,,SY84_10165,1017,,
3988,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2053577,2054362,+,,,,,,,SY84_10170,786,,
3990,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2054359,2055024,+,,,,,,,SY84_10175,666,,
3992,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2055244,2056062,+,,,,,,,SY84_10180,819,,
3994,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2056283,2057515,+,,,,,,,SY84_10185,1233,,
3996,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2057661,2058179,+,,,,,,,SY84_10190,519,,
3998,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2058376,2058624,+,,,,phosphoprotein phosphatase,,,SY84_10195,249,,pseudo
3999,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2059185,2060567,-,,,,,,,SY84_10200,1383,,
4001,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2060711,2061922,+,,,,,,,SY84_10205,1212,,
4003,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2061974,2062278,-,,,,chloramphenicol phosphotransferase,,,SY84_10210,305,,pseudo
4004,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2062277,2062549,+,,,,hypothetical protein,,,SY84_10215,273,,pseudo
4005,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2062850,2063425,-,,,,,,,SY84_10220,576,,
4007,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2063615,2064631,-,,,,,,,SY84_10225,1017,,
4009,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2064793,2065068,+,,,,hypothetical protein,,,SY84_10230,276,,pseudo
4010,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2065491,2067128,-,,,,,groEL,,SY84_10235,1638,,
4012,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2067255,2067542,-,,,,,,,SY84_10240,288,,
4014,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2067801,2068406,+,,,,,,,SY84_10245,606,,
4016,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2068403,2068843,+,,,,,,,SY84_10250,441,,
4018,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2068840,2069481,+,,,,,,,SY84_10255,642,,
4020,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2069838,2070440,+,,,,,,,SY84_10260,603,,
4022,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2070449,2071045,+,,,,,,,SY84_10265,597,,
4024,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2071067,2071615,+,,,,,,,SY84_10270,549,,
4026,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2071661,2073808,-,,,,,,,SY84_10275,2148,,
4028,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2073841,2075430,-,,,,,,,SY84_10280,1590,,
4030,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2075511,2076887,-,,,,,,,SY84_10285,1377,,
4032,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2076928,2078163,-,,,,,,,SY84_10290,1236,,
4034,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2078172,2079068,-,,,,,,,SY84_10295,897,,
4036,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2079065,2079991,-,,,,,,,SY84_10300,927,,
4038,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2080067,2081314,-,,,,,,,SY84_10305,1248,,
4040,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2081378,2082439,-,,,,,,,SY84_10310,1062,,
4042,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2082820,2084016,+,,,,,,,SY84_10315,1197,,
4044,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2084013,2085479,+,,,,,,,SY84_10320,1467,,
4046,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2085573,2086739,+,,,,,,,SY84_10325,1167,,
4048,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2086759,2087817,+,,,,,,,SY84_10330,1059,,
4050,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2087890,2090094,-,,,,,,,SY84_10335,2205,,
4052,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2090072,2090773,-,,,,,,,SY84_10340,702,,
4054,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2090770,2091111,-,,,,,,,SY84_10345,342,,
4056,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2091298,2091840,-,,,,,,,SY84_10350,543,,
4058,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2092112,2092627,-,,,,,,,SY84_10355,516,,
4060,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2092740,2094032,+,,,,,,,SY84_10360,1293,,
4062,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2094025,2095254,+,,,,,,,SY84_10365,1230,,
4064,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2095825,2096643,-,,,,,,,SY84_10370,819,,
4066,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2096667,2097050,-,,,,,,,SY84_10375,384,,
4068,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2097326,2098219,-,,,,,,,SY84_10380,894,,
4070,gene,tRNA,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2098541,2098616,+,,,,,,,SY84_10385,76,,
4072,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2098806,2099441,+,,,,,,,SY84_10390,636,,
4074,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2099585,2099890,-,,,,,,,SY84_10395,306,,
4076,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2100009,2101109,-,,,,,,,SY84_10400,1101,,
4078,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2101106,2101297,-,,,,,,,SY84_10405,192,,
4080,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2101805,2103625,+,,,,,,,SY84_10410,1821,,
4082,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2103685,2105307,-,,,,,,,SY84_10415,1623,,
4084,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2105698,2106726,+,,,,,,,SY84_10420,1029,,
4086,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2106780,2107787,+,,,,,,,SY84_10425,1008,,
4088,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2107913,2108893,+,,,,,,,SY84_10430,981,,
4090,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2108890,2109723,+,,,,,,,SY84_10435,834,,
4092,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2109793,2110296,-,,,,,,,SY84_10440,504,,
4094,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2110425,2111681,-,,,,,,,SY84_10445,1257,,
4096,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2111902,2112636,+,,,,,,,SY84_10450,735,,
4098,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2113178,2116024,-,,,,,sucA,,SY84_10455,2847,,
4100,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2116198,2117085,+,,,,,,,SY84_10460,888,,
4102,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2117177,2117428,+,,,,,,,SY84_10465,252,,
4104,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2118208,2118582,+,,,,hypothetical protein,,,SY84_10470,375,,pseudo
4105,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2119187,2120152,+,,,,,,,SY84_10475,966,,
4107,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2120159,2120452,-,,,,,,,SY84_10480,294,,
4109,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2120558,2121475,-,,,,,,,SY84_10485,918,,
4111,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2121915,2122106,-,,,,,,,SY84_10490,192,,
4113,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2122396,2123178,+,,,,,,,SY84_10495,783,,
4115,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2123186,2123392,-,,,,,,,SY84_10500,207,,
4117,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2123731,2125149,-,,,,,,,SY84_10505,1419,,
4119,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2125238,2125594,+,,,,,,,SY84_10510,357,,
4121,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2125660,2127888,-,,,,,,,SY84_10515,2229,,
4123,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2127885,2128406,-,,,,,,,SY84_10520,522,,
4125,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2128408,2128893,-,,,,,,,SY84_10525,486,,
4127,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,2128890,2129567,-,,,,,,,SY84_10530,678,,
